Step,Node_Name,Instruction,Latitude,Longitude
33.5,Zebra Crossing between step 33 and 34,Caution: Zebra Crossing Ahead,13.84695,100.56857
34.0,Navigation,Passing Point,13.84694,100.56863
35.0,Navigation,Passing Point,13.84685,100.56899
36.0,Navigation,Passing Point,13.84682,100.56911
37.0,Navigation,Passing Point,13.8468,100.56921
37.5,Zebra Crossing between step 37 and 38,Caution: Zebra Crossing Ahead,13.846795,100.56924000000001
38.0,Navigation,Passing Point,13.84679,100.56927
38.5,Speed Bump between step 38 and 39,Caution: Speed Bump Ahead,13.846775000000001,100.56932
39.0,Navigation,Passing Point,13.84676,100.56937
40.0,Stop 5,"You have arrived at your 5th destination, on the left",13.84676,100.56937
41.0,Navigation,Head east on ถนนระพีสาคริก,13.84676,100.56937
41.5,Speed Bump between step 41 and 42,Caution: Speed Bump Ahead,13.846725,100.56952000000001
42.0,Navigation,Passing Point,13.84669,100.56967
42.5,Speed Bump between step 42 and 43,Caution: Speed Bump Ahead,13.84668,100.56972999999999
43.0,Navigation,Passing Point,13.84667,100.56979
43.5,Zebra Crossing between step 43 and 44,Caution: Zebra Crossing Ahead,13.846615,100.57012
44.0,Navigation,Passing Point,13.84656,100.57045
44.5,Zebra Crossing between step 44 and 45,Caution: Zebra Crossing Ahead,13.84655,100.57049
45.0,Navigation,Passing Point,13.84654,100.57053
45.5,Zebra Crossing between step 45 and 46,Caution: Zebra Crossing Ahead,13.846535,100.57055500000001
46.0,Navigation,Passing Point,13.84653,100.57058
47.0,Navigation,Passing Point,13.84653,100.57061
47.5,Zebra Crossing between step 47 and 48,Caution: Zebra Crossing Ahead,13.846499999999999,100.570765
48.0,Navigation,Passing Point,13.84647,100.57092
49.0,Stop 6,"You have arrived at your 6th destination, on the left",13.84647,100.57092
50.0,Navigation,Head east on ถนนระพีสาคริก,13.84647,100.57092
51.0,Navigation,Passing Point,13.84615,100.57242
51.5,Zebra Crossing between step 51 and 52,Caution: Zebra Crossing Ahead,13.846155,100.57246
52.0,Navigation,Passing Point,13.84616,100.5725
53.0,Navigation,Passing Point,13.84616,100.57257
53.5,Speed Bump between step 53 and 54,Caution: Speed Bump Ahead,13.84616,100.57257
54.0,Navigation,Turn right,13.84616,100.57257
55.0,Navigation,Passing Point,13.84594,100.57257
56.0,Navigation,Passing Point,13.84578,100.57258
56.5,Zebra Crossing between step 56 and 57,Caution: Zebra Crossing Ahead,13.845185,100.572575
57.0,Navigation,Passing Point,13.84459,100.57257
58.0,Stop 7,"You have arrived at your 7th destination, on the left",13.84459,100.57257
59.0,Navigation,Head south,13.84459,100.57257
59.5,Speed Bump between step 59 and 60,Caution: Speed Bump Ahead,13.844560000000001,100.57257
60.0,Navigation,Passing Point,13.84453,100.57257
60.5,Speed Bump between step 60 and 61,Caution: Speed Bump Ahead,13.84444,100.57257
61.0,Navigation,Passing Point,13.84435,100.57257
61.5,Zebra Crossing between step 61 and 62,Caution: Zebra Crossing Ahead,13.84416,100.57254499999999
62.0,Navigation,Passing Point,13.84397,100.57252
63.0,Navigation,Passing Point,13.8437,100.5724
64.0,Navigation,Passing Point,13.8428,100.57187
65.0,Stop 8,"You have arrived at your 8th destination, on the left",13.8428,100.57187
66.0,Navigation,Head southwest,13.8428,100.57187
67.0,Navigation,Passing Point,13.8426,100.57175
68.0,Navigation,Turn left,13.8426,100.57175
69.0,Navigation,Passing Point,13.84256,100.57187
69.5,Speed Bump between step 69 and 70,Caution: Speed Bump Ahead,13.842545000000001,100.5721
70.0,Navigation,Passing Point,13.84253,100.57233
71.0,Navigation,Passing Point,13.8425,100.57261
71.5,Speed Bump between step 71 and 72,Caution: Speed Bump Ahead,13.842495,100.57267
72.0,Navigation,Passing Point,13.84249,100.57273
73.0,Navigation,Passing Point,13.84249,100.57282
73.5,Speed Bump between step 73 and 74,Caution: Speed Bump Ahead,13.84248,100.57296
74.0,Navigation,Passing Point,13.84247,100.5731
75.0,Navigation,Passing Point,13.84245,100.57326
76.0,Stop 9,"You have arrived at your 9th destination, on the left",13.84245,100.57326
77.0,Navigation,Head east,13.84245,100.57326
77.5,Zebra Crossing between step 77 and 78,Caution: Zebra Crossing Ahead,13.842445,100.57338
78.0,Navigation,Passing Point,13.84244,100.5735
78.5,Zebra Crossing between step 78 and 79,Caution: Zebra Crossing Ahead,13.842424999999999,100.573695
79.0,Navigation,Passing Point,13.84241,100.57389
80.0,Navigation,Passing Point,13.84232,100.57516
80.5,Zebra Crossing between step 80 and 81,Caution: Zebra Crossing Ahead,13.842315,100.57531
81.0,Navigation,Passing Point,13.84231,100.57546
81.5,Zebra Crossing between step 81 and 82,Caution: Zebra Crossing Ahead,13.842295,100.575575
82.0,Navigation,Passing Point,13.84228,100.57569
83.0,Navigation,Turn right,13.84228,100.57569
83.5,Zebra Crossing between step 83 and 84,Caution: Zebra Crossing Ahead,13.842235,100.575695
84.0,Navigation,Passing Point,13.84219,100.5757
85.0,Navigation,Passing Point,13.84211,100.5757
85.5,Zebra Crossing between step 85 and 86,Caution: Zebra Crossing Ahead,13.842085,100.575685
86.0,Navigation,Passing Point,13.84206,100.57567
87.0,Navigation,Passing Point,13.84186,100.57555
88.0,Navigation,Passing Point,13.84176,100.5755
89.0,Navigation,Turn left,13.84176,100.5755
90.0,Navigation,Passing Point,13.84175,100.57552
91.0,Navigation,Passing Point,13.84149,100.57603
92.0,Navigation,Passing Point,13.84145,100.57606
93.0,Navigation,Passing Point,13.8414,100.57608
93.5,Speed Bump between step 93 and 94,Caution: Speed Bump Ahead,13.841380000000001,100.576075
94.0,Navigation,Passing Point,13.84136,100.57607
95.0,Navigation,Passing Point,13.84083,100.57577
95.5,Speed Bump between step 95 and 96,Caution: Speed Bump Ahead,13.840795,100.57574500000001
96.0,Navigation,Passing Point,13.84076,100.57572
96.5,Speed Bump between step 96 and 97,Caution: Speed Bump Ahead,13.84053,100.57559
97.0,Navigation,Passing Point,13.8403,100.57546
98.0,Navigation,Passing Point,13.84025,100.57542
98.5,Speed Bump between step 98 and 99,Caution: Speed Bump Ahead,13.840235,100.5754
99.0,Navigation,Passing Point,13.84022,100.57538
99.5,Zebra Crossing between step 99 and 100,Caution: Zebra Crossing Ahead,13.840215,100.57535
100.0,Navigation,Passing Point,13.84021,100.57532
101.0,Navigation,Passing Point,13.84036,100.57506
102.0,Navigation,Passing Point,13.8404,100.57498
103.0,Navigation,Passing Point,13.84041,100.57496
103.5,Speed Bump between step 103 and 104,Caution: Speed Bump Ahead,13.840415,100.57495
104.0,Navigation,Passing Point,13.84042,100.57494
105.0,Stop 10,You have arrived at your 10th destination,13.84042,100.57494
106.0,Navigation,Head northwest,13.84042,100.57494
107.0,Navigation,Passing Point,13.84046,100.57487
107.5,Speed Bump between step 107 and 108,Caution: Speed Bump Ahead,13.84048,100.574855
108.0,Navigation,Passing Point,13.8405,100.57484
109.0,Navigation,Passing Point,13.84055,100.57483
109.5,Speed Bump between step 109 and 110,Caution: Speed Bump Ahead,13.84055,100.57483
110.0,Navigation,Turn right,13.84055,100.57483
110.5,Speed Bump between step 110 and 111,Caution: Speed Bump Ahead,13.84059,100.57485
111.0,Navigation,Passing Point,13.84063,100.57487
111.5,Zebra Crossing between step 111 and 112,Caution: Zebra Crossing Ahead,13.840695,100.57491
112.0,Navigation,Passing Point,13.84076,100.57495
113.0,Navigation,Passing Point,13.84089,100.57502
114.0,Navigation,Passing Point,13.8412,100.57518
115.0,Navigation,Passing Point,13.84143,100.57532
116.0,Navigation,Passing Point,13.84176,100.5755
117.0,Navigation,Passing Point,13.84186,100.57555
118.0,Navigation,Passing Point,13.84206,100.57567
119.0,Navigation,Passing Point,13.84211,100.5757
120.0,Navigation,Passing Point,13.84219,100.5757
120.5,Zebra Crossing between step 120 and 121,Caution: Zebra Crossing Ahead,13.842235,100.575695
121.0,Navigation,Passing Point,13.84228,100.57569
121.5,Zebra Crossing between step 121 and 122,Caution: Zebra Crossing Ahead,13.84228,100.57569
122.0,Navigation,Turn right,13.84228,100.57569
122.5,Speed Bump between step 122 and 123,Caution: Speed Bump Ahead,13.842265000000001,100.57584499999999
123.0,Navigation,Passing Point,13.84225,100.576
123.5,Speed Bump between step 123 and 124,Caution: Speed Bump Ahead,13.842245,100.57606
124.0,Navigation,Passing Point,13.84224,100.57612
124.5,Zebra Crossing between step 124 and 125,Caution: Zebra Crossing Ahead,13.84223,100.576165
125.0,Navigation,Passing Point,13.84222,100.57621
125.5,Zebra Crossing between step 125 and 126,Caution: Zebra Crossing Ahead,13.84221,100.576235
126.0,Navigation,Passing Point,13.8422,100.57626
126.5,Speed Bump between step 126 and 127,Caution: Speed Bump Ahead,13.842179999999999,100.576305
127.0,Navigation,Passing Point,13.84216,100.57635
127.5,Speed Bump between step 127 and 128,Caution: Speed Bump Ahead,13.84214,100.57637500000001
128.0,Navigation,Passing Point,13.84212,100.5764
128.5,Speed Bump between step 128 and 129,Caution: Speed Bump Ahead,13.84211,100.5764
129.0,Navigation,Passing Point,13.8421,100.5764
129.5,Speed Bump between step 129 and 130,Caution: Speed Bump Ahead,13.842075000000001,100.5764
130.0,Navigation,Passing Point,13.84205,100.5764
131.0,Navigation,Passing Point,13.84202,100.57636
132.0,Navigation,Passing Point,13.84202,100.57632
133.0,Navigation,Passing Point,13.84205,100.57624
134.0,Navigation,Passing Point,13.84212,100.5761
135.0,Navigation,Passing Point,13.84213,100.57609
136.0,Stop 11,You have arrived at your destination,13.84213,100.57609
137.0,Navigation,Head northwest,13.84213,100.57609
138.0,Navigation,Passing Point,13.84218,100.57603
139.0,Navigation,Passing Point,13.84225,100.576
140.0,Navigation,Passing Point,13.84228,100.57569
141.0,Navigation,Passing Point,13.84231,100.57546
141.5,Speed Bump between step 141 and 142,Caution: Speed Bump Ahead,13.842315,100.57531
142.0,Navigation,Passing Point,13.84232,100.57516
143.0,Navigation,Passing Point,13.84241,100.57389
143.5,Zebra Crossing between step 143 and 144,Caution: Zebra Crossing Ahead,13.842424999999999,100.573695
144.0,Navigation,Passing Point,13.84244,100.5735
145.0,Navigation,Passing Point,13.84245,100.57327
146.0,Stop 12,"You have arrived at your destination, on the left",13.84245,100.57327
147.0,Navigation,Head west,13.84245,100.57327
148.0,Navigation,Passing Point,13.84247,100.5731
149.0,Navigation,Passing Point,13.84249,100.57282
150.0,Navigation,Passing Point,13.84249,100.57273
150.5,Speed Bump between step 150 and 151,Caution: Speed Bump Ahead,13.842495,100.57267
151.0,Navigation,Passing Point,13.8425,100.57261
151.5,Speed Bump between step 151 and 152,Caution: Speed Bump Ahead,13.842514999999999,100.57247
152.0,Navigation,Passing Point,13.84253,100.57233
153.0,Navigation,Passing Point,13.84256,100.57187
154.0,Navigation,Keep left at the fork,13.84256,100.57187
155.0,Navigation,Passing Point,13.84254,100.57172
156.0,Navigation,Make a slight right,13.84254,100.57172
156.5,Speed Bump between step 156 and 157,Caution: Speed Bump Ahead,13.842565,100.571675
157.0,Navigation,Passing Point,13.84259,100.57163
158.0,Navigation,Passing Point,13.84264,100.57155
159.0,Navigation,Passing Point,13.84277,100.57133
160.0,Navigation,Passing Point,13.84305,100.57081
161.0,Stop 13,"You have arrived at your destination, on the left",13.84305,100.57081
162.0,Navigation,Head northwest,13.84305,100.57081
162.5,Speed Bump between step 162 and 163,Caution: Speed Bump Ahead,13.84327,100.57042
163.0,Navigation,Passing Point,13.84349,100.57003
164.0,Navigation,Turn right onto ถนนชูชาติกำภู,13.84349,100.57003
165.0,Navigation,Passing Point,13.84355,100.57007
165.5,Speed Bump between step 165 and 166,Caution: Speed Bump Ahead,13.843555,100.570075
166.0,Navigation,Passing Point,13.84356,100.57008
166.5,Zebra Crossing between step 166 and 167,Caution: Zebra Crossing Ahead,13.84366,100.570145
167.0,Navigation,Passing Point,13.84376,100.57021
168.0,Stop 14,"You have arrived at your destination, on the left",13.84376,100.57021
169.0,Navigation,Head northeast on ถนนชูชาติกำภู,13.84376,100.57021
170.0,Navigation,Passing Point,13.84406,100.5704
171.0,Navigation,Passing Point,13.84433,100.57046
171.5,Speed Bump between step 171 and 172,Caution: Speed Bump Ahead,13.84437,100.570465
172.0,Navigation,Passing Point,13.84441,100.57047
173.0,Navigation,Passing Point,13.84497,100.57047
173.5,Zebra Crossing between step 173 and 174,Caution: Zebra Crossing Ahead,13.845125,100.570475
174.0,Navigation,Passing Point,13.84528,100.57048
175.0,Navigation,Passing Point,13.84572,100.57049
176.0,Stop 15,"You have arrived at your destination, on the right",13.84572,100.57049
177.0,Navigation,Head north on ถนนชูชาติกำภู,13.84572,100.57049
178.0,Navigation,Passing Point,13.84589,100.57049
179.0,Navigation,Passing Point,13.84606,100.57049
180.0,Navigation,Passing Point,13.84649,100.57049
180.5,Speed Bump between step 180 and 181,Caution: Speed Bump Ahead,13.846515,100.57051000000001
181.0,Navigation,Passing Point,13.84654,100.57053
181.5,Speed Bump between step 181 and 182,Caution: Speed Bump Ahead,13.84654,100.57053
182.0,Navigation,Turn right onto ถนนระพีสาคริก,13.84654,100.57053
183.0,Navigation,Passing Point,13.84653,100.57058
184.0,Navigation,Passing Point,13.84653,100.57061
184.5,Zebra Crossing between step 184 and 185,Caution: Zebra Crossing Ahead,13.846499999999999,100.570765
185.0,Navigation,Passing Point,13.84647,100.57092
186.0,Stop 16,"You have arrived at your destination, on the left",13.84647,100.57092
187.0,Navigation,Head east on ถนนระพีสาคริก,13.84647,100.57092
187.5,Speed Bump between step 187 and 188,Caution: Speed Bump Ahead,13.846309999999999,100.57167
188.0,Navigation,Passing Point,13.84615,100.57242
189.0,Navigation,Passing Point,13.84616,100.5725
189.5,Zebra Crossing between step 189 and 190,Caution: Zebra Crossing Ahead,13.84616,100.5725
190.0,Navigation,Turn left,13.84616,100.5725
190.5,Zebra Crossing between step 190 and 191,Caution: Zebra Crossing Ahead,13.846235,100.5725
191.0,Navigation,Passing Point,13.84631,100.5725
191.5,Speed Bump between step 191 and 192,Caution: Speed Bump Ahead,13.846725,100.5725
192.0,Navigation,Passing Point,13.84714,100.5725
192.5,Speed Bump between step 192 and 193,Caution: Speed Bump Ahead,13.84731,100.5725
193.0,Navigation,Passing Point,13.84748,100.5725
194.0,Navigation,Passing Point,13.84776,100.5725
195.0,Stop 17,You have arrived at your destination,13.84776,100.5725
196.0,Navigation,Head north,13.84776,100.5725
197.0,Navigation,Passing Point,13.84795,100.5725
198.0,Navigation,Passing Point,13.84849,100.5725
199.0,Navigation,Passing Point,13.84867,100.5725
199.5,Speed Bump between step 199 and 200,Caution: Speed Bump Ahead,13.84871,100.5725
200.0,Navigation,Passing Point,13.84875,100.5725
201.0,Navigation,Passing Point,13.84876,100.5725
202.0,Navigation,Passing Point,13.84995,100.57251
202.5,Zebra Crossing between step 202 and 203,Caution: Zebra Crossing Ahead,13.849995,100.57251
203.0,Navigation,Passing Point,13.85004,100.57251
203.5,Zebra Crossing between step 203 and 204,Caution: Zebra Crossing Ahead,13.850069999999999,100.57251
204.0,Navigation,Passing Point,13.8501,100.57251
205.0,Stop 18,You have arrived at your destination,13.8501,100.57251
206.0,Navigation,Head north,13.8501,100.57251
207.0,Navigation,Passing Point,13.85039,100.57251
208.0,Navigation,Turn left onto ถนนจักรพันธ์,13.85039,100.57251
208.5,Speed Bump between step 208 and 209,Caution: Speed Bump Ahead,13.85041,100.572145
209.0,Navigation,Passing Point,13.85043,100.57178
209.5,Speed Bump between step 209 and 210,Caution: Speed Bump Ahead,13.850439999999999,100.5715
210.0,Navigation,Passing Point,13.85045,100.57122
211.0,Stop 19,"You have arrived at your destination, on the right",13.85045,100.57122
212.0,Navigation,Head west on ถนนจักรพันธ์,13.85045,100.57122
213.0,Navigation,Passing Point,13.85046,100.57117
213.5,Zebra Crossing between step 213 and 214,Caution: Zebra Crossing Ahead,13.85046,100.57115999999999
214.0,Navigation,Passing Point,13.85046,100.57115
215.0,Navigation,Passing Point,13.85046,100.57109
215.5,Speed Bump between step 215 and 216,Caution: Speed Bump Ahead,13.85046,100.57080500000001
216.0,Navigation,Passing Point,13.85046,100.57052
217.0,Navigation,Passing Point,13.85047,100.57047
218.0,Navigation,Passing Point,13.85039,100.56977
218.5,Zebra Crossing between step 218 and 219,Caution: Zebra Crossing Ahead,13.850380000000001,100.569675
219.0,Navigation,Passing Point,13.85037,100.56958
219.5,Speed Bump between step 219 and 220,Caution: Speed Bump Ahead,13.850385,100.569525
220.0,Navigation,Passing Point,13.8504,100.56947
220.5,Zebra Crossing between step 220 and 221,Caution: Zebra Crossing Ahead,13.8504,100.56947
221.0,Navigation,Turn left to stay on ถนนจักรพันธ์,13.8504,100.56947
222.0,Navigation,Passing Point,13.85035,100.56941
223.0,Navigation,Passing Point,13.85035,100.5692
223.5,Speed Bump between step 223 and 224,Caution: Speed Bump Ahead,13.85035,100.56910500000001
224.0,Navigation,Passing Point,13.85035,100.56901
225.0,Navigation,Passing Point,13.85035,100.56892
226.0,Stop 20,You have arrived at your destination,13.85035,100.56892
227.0,Navigation,Head west on ถนนจักรพันธ์,13.85035,100.56892
228.0,Navigation,Passing Point,13.85036,100.56857
229.0,Navigation,Passing Point,13.85037,100.56808
229.5,Speed Bump between step 229 and 230,Caution: Speed Bump Ahead,13.85037,100.56799
230.0,Navigation,Passing Point,13.85037,100.5679
231.0,Navigation,Passing Point,13.8504,100.56683
232.0,Stop 21,You have arrived at your destination,13.8504,100.56683
233.0,Navigation,Head west on ถนนจักรพันธ์,13.8504,100.56683
233.5,Speed Bump between step 233 and 234,Caution: Speed Bump Ahead,13.8504,100.566755
234.0,Navigation,Passing Point,13.8504,100.56668
234.5,Speed Bump between step 234 and 235,Caution: Speed Bump Ahead,13.850405,100.566555
235.0,Navigation,Passing Point,13.85041,100.56643
236.0,Navigation,Keep left at the fork,13.85041,100.56643
237.0,Navigation,Passing Point,13.85037,100.56618
237.5,Zebra Crossing between step 237 and 238,Caution: Zebra Crossing Ahead,13.850335000000001,100.566135
238.0,Navigation,Passing Point,13.8503,100.56609
239.0,Navigation,Passing Point,13.85025,100.56601
239.5,Speed Bump between step 239 and 240,Caution: Speed Bump Ahead,13.850195,100.565945
240.0,Navigation,Passing Point,13.85014,100.56588
241.0,Navigation,Passing Point,13.84999,100.56576
242.0,Navigation,Passing Point,13.84987,100.5657
243.0,Navigation,Passing Point,13.84963,100.5656
244.0,Navigation,Passing Point,13.84938,100.5656
244.5,Zebra Crossing between step 244 and 245,Caution: Zebra Crossing Ahead,13.84892,100.565575
245.0,Navigation,Passing Point,13.84846,100.56555
246.0,Navigation,Passing Point,13.84842,100.56555
247.0,Navigation,Passing Point,13.84799,100.56528
248.0,Navigation,Passing Point,13.84707,100.56476
248.5,Zebra Crossing between step 248 and 249,Caution: Zebra Crossing Ahead,13.846969999999999,100.5647
249.0,Navigation,Passing Point,13.84687,100.56464
249.5,Zebra Crossing between step 249 and 250,Caution: Zebra Crossing Ahead,13.846844999999998,100.56463
250.0,Navigation,Passing Point,13.84682,100.56462
251.0,Navigation,Passing Point,13.84675,100.56461
251.5,Speed Bump between step 251 and 252,Caution: Speed Bump Ahead,13.8467,100.564625
252.0,Navigation,Passing Point,13.84665,100.56464
253.0,Navigation,Passing Point,13.84659,100.56467
254.0,Navigation,Passing Point,13.84651,100.56474
254.5,Zebra Crossing between step 254 and 255,Caution: Zebra Crossing Ahead,13.846475,100.564785
255.0,Navigation,Passing Point,13.84644,100.56483
255.5,Zebra Crossing between step 255 and 256,Caution: Zebra Crossing Ahead,13.846435,100.56484499999999
256.0,Navigation,Passing Point,13.84643,100.56486
256.5,Zebra Crossing between step 256 and 257,Caution: Zebra Crossing Ahead,13.846045,100.56557000000001
257.0,Navigation,Passing Point,13.84566,100.56628
257.5,Speed Bump between step 257 and 258,Caution: Speed Bump Ahead,13.84564,100.56632
258.0,Navigation,Passing Point,13.84562,100.56636
259.0,Navigation,Turn right,13.84562,100.56636
260.0,Navigation,Passing Point,13.84557,100.56633
261.0,Navigation,Turn right,13.84557,100.56633
261.5,Zebra Crossing between step 261 and 262,Caution: Zebra Crossing Ahead,13.845590000000001,100.566285
262.0,Navigation,Passing Point,13.84561,100.56624
262.5,Zebra Crossing between step 262 and 263,Caution: Zebra Crossing Ahead,13.845645000000001,100.56618
263.0,Navigation,Passing Point,13.84568,100.56612
264.0,Navigation,Passing Point,13.84585,100.56581
265.0,Navigation,Passing Point,13.8461,100.56534
266.0,Navigation,Passing Point,13.84638,100.56483
266.5,Speed Bump between step 266 and 267,Caution: Speed Bump Ahead,13.846395000000001,100.56479999999999
267.0,Navigation,Passing Point,13.84641,100.56477
267.5,Speed Bump between step 267 and 268,Caution: Speed Bump Ahead,13.846455,100.56470999999999
268.0,Navigation,Passing Point,13.8465,100.56465
269.0,Navigation,Passing Point,13.84652,100.56463
269.5,Zebra Crossing between step 269 and 270,Caution: Zebra Crossing Ahead,13.84655,100.56460999999999
270.0,Navigation,Passing Point,13.84658,100.56459
271.0,Navigation,Passing Point,13.84665,100.56457
272.0,Navigation,Passing Point,13.84672,100.56455
273.0,Navigation,Passing Point,13.84675,100.56455
273.5,Zebra Crossing between step 273 and 274,Caution: Zebra Crossing Ahead,13.846765000000001,100.564545
274.0,Navigation,Passing Point,13.84678,100.56454
275.0,Navigation,Passing Point,13.84683,100.56455
275.5,Zebra Crossing between step 275 and 276,Caution: Zebra Crossing Ahead,13.846855000000001,100.56456
276.0,Navigation,Passing Point,13.84688,100.56457
276.5,Speed Bump between step 276 and 277,Caution: Speed Bump Ahead,13.847155,100.564735
277.0,Navigation,Passing Point,13.84743,100.5649
277.5,Zebra Crossing between step 277 and 278,Caution: Zebra Crossing Ahead,13.84795,100.56519
278.0,Navigation,Passing Point,13.84847,100.56548
278.5,Speed Bump between step 278 and 279,Caution: Speed Bump Ahead,13.848485,100.56548
279.0,Navigation,Passing Point,13.8485,100.56548
280.0,Navigation,Passing Point,13.84861,100.56538
280.5,Speed Bump between step 280 and 281,Caution: Speed Bump Ahead,13.84861,100.56538
281.0,Navigation,Turn right,13.84861,100.56538
281.5,Speed Bump between step 281 and 282,Caution: Speed Bump Ahead,13.84956,100.56548000000001
282.0,Navigation,Passing Point,13.85051,100.56558
282.5,Zebra Crossing between step 282 and 283,Caution: Zebra Crossing Ahead,13.850545,100.56558
283.0,Navigation,Passing Point,13.85058,100.56558
284.0,Stop 22,"You have arrived at your destination, on the left",13.85058,100.56558
285.0,Navigation,Head north,13.85058,100.56558
286.0,Navigation,Passing Point,13.85161,100.56561
286.5,Speed Bump between step 286 and 287,Caution: Speed Bump Ahead,13.85161,100.56561
287.0,Navigation,Turn left,13.85161,100.56561
288.0,Navigation,Passing Point,13.85163,100.56533
289.0,Stop 23,You have arrived at your destination,13.85163,100.56533
